ret,std,sharpe
0.7169426593019512,5.514133442950745,-1.0487699292245267
0.8372660756444118,5.465426916864547,-1.0361009323685613
0.9575894919868732,5.42129113327605,-1.022341426010797
1.0779129083293337,5.381838545619692,-1.0074785866781035
1.1982363246717944,5.347172815771768,-0.9915078225432277
1.318559741014255,5.317387565672603,-0.9744334402922797
1.4388831573567162,5.29256519436851,-0.9562691543277546
1.5592065736991747,5.272775792781513,-0.9370384064243402
1.6795299900416376,5.258076187777691,-0.9167744699408242
1.7998534063840967,5.248509144817904,-0.8955203209003791
1.9201768227265579,5.244102754640673,-0.8733282682572555
2.04050023906902,5.244870024171522,-0.8502593468244051
2.16082365541148,5.250808685422313,-0.8263824878318774
2.28114707175394,5.261901228889625,-0.8017734930262704
2.4014704880964026,5.278115160310947,-0.7765138477316101
2.521793904438861,5.299403472056896,-0.7506894156177637
2.642117320781322,5.325705313385586,-0.7243890625195325
2.7624407371237827,5.356946837670557,-0.6977032582428012
2.8827641534662445,5.393042199859374,-0.6707227038994943
3.0030875698087045,5.433894674037198,-0.6435370282201677
3.123410986151164,5.479397859147112,-0.6162335900124642
3.2437344024936268,5.529436940625369,-0.5888964161219091
3.3640578188360872,5.583889976809112,-0.5616052956250999
3.4843812351785473,5.64262918125021,-0.5344350422391743
3.6047046515210095,5.705522175253893,-0.5074549286718268
3.7250280678634686,5.772433188765526,-0.4807282893351214
3.8453514842059286,5.8432241918687255,-0.45431228182006256
3.965674900548391,5.917755943374857,-0.4282577929373513
4.0859983168908505,5.995888947060918,-0.4026094719937154
4.206321733233311,6.077484309881556,-0.37740587220230776
4.326645149575773,6.162404499824402,-0.3526796805510182
4.446968565918232,6.2505140039268685,-0.3284580168594065
4.567291982260694,6.341679889299533,-0.3047627839116273
4.687615398603154,6.43577227181297,-0.2816110522329427
4.807938814945616,6.532664698433371,-0.25901546507662726
4.928262231288075,6.632234450086096,-0.23698465133293373
5.048585647630537,6.734362772444798,-0.2155236362240925
5.168909063972997,6.838935042249071,-0.19463424170633106
5.289232480315458,6.945840876707769,-0.17431547039102765
5.409555896657919,7.054974193306249,-0.15456386847973075
5.529879313000379,7.166233226955433,-0.1353738646616412
5.65020272934284,7.27952051094393,-0.11673808314429326
5.770526145685301,7.394742827618616,-0.09864762998791353
5.890849562027761,7.511811134154728,-0.08109235270872983
6.011172978370222,7.6306404682067965,-0.06406107372854017
6.131496394712683,7.751149837675045,-0.04754179870142337
6.251819811055142,7.873262098290318,-0.031521901068014745
6.372143227397604,7.9969038222233335,-0.01598828439665396
6.492466643740065,8.122005160465969,-0.0009275241902829682
6.612790060082525,8.248499701316101,0.013674009112775842
6.733113476424987,8.376324326923962,0.027830044220672305
6.853436892767448,8.505419069525901,0.041554318473710244
6.973760309109908,8.635726968699384,0.054860501128286644
7.094083725452369,8.767193930718038,0.0677621289259781
7.214407141794828,8.899768590864984,0.0802725525389636
7.334730558137288,9.033402179373224,0.09240489259332468
7.455053974479753,9.168048391500413,0.1041720040837886
7.5753773908222115,9.30366326210875,0.11558644810393415
7.695700807164672,9.44020504500623,0.12666046992243937
7.816024223507132,9.577634097210048,0.1374059825370118
7.936347639849592,9.715912768214327,0.14783455493225633
8.056671056192055,9.855005294280176,0.15795740435528163
8.176994472534513,9.994877697713997,0.16778539200315296
8.297317888876975,10.135497691058957,0.17732902158938685
8.417641305219435,10.276834586091796,0.18659844032273165
8.537964721561895,10.41885920749263,0.19560344189086565
8.658288137904357,10.56154381103661,0.20435347109472646
8.778611554246819,10.704862006143186,0.21285762982644651
8.89893497058928,10.848788682609703,0.22112468412576822
9.019258386931739,10.99329994135078,0.22916307208681413
9.139581803274199,11.138373028962366,0.23698091241967487
9.25990521961666,11.283986275929253,0.24458601349985945
9.380228635959122,11.43011903829674,0.2519858827636776
9.500552052301583,11.576751642630057,0.2591877363294548
9.620875468644044,11.723865334089785,0.2661985087434768
9.741198884986503,11.871442227456487,0.2730248627660588
9.861522301328964,12.019465260943694,0.279673199127416
9.981845717671426,12.16791815264459,0.2861496661953366
10.102169134013886,12.316785359464278,0.2924601695072945
10.222492550356346,12.466052038396109,0.29861038112875427
10.342815966698806,12.61570401000738,0.3046057488072405
10.463139383041268,12.765727724006304,0.3104515048984222
10.58346279938373,12.916110226768755,0.31615267504613853
10.703786215726188,13.066839130709765,0.3217140866031192
10.824109632068648,13.21790258539099,0.32714037678321567
10.94443304841111,13.369289250261366,0.33243600053938716
11.064756464753572,13.520988268934067,0.33760523816454996
11.185079881096032,13.672989244908429,0.3426522026147771
11.305403297438493,13.82528221865076,0.3475808465563073
11.425726713780952,13.977857645953131,0.3523949691394266
11.546050130123414,14.130706377494025,0.3570982225036008
11.666373546465874,14.283819639529217,0.3616941180192718
11.786696962808337,14.437189015645712,0.36618603227256324
11.907020379150797,14.590806429515549,0.3705772127997673
12.027343795493255,14.744664128590163,0.3748707835789653
12.147667211835717,14.898754668679699,0.379069750286465
12.267990628178179,15.053070899364926,0.38317700532597143
12.388314044520637,15.207605950192798,0.3871953326385332
12.5086374608631,15.362353217609668,0.3911274123013574
12.62896087720556,15.517306352588875,0.3949758249235711
